V2Codes,Description
T1101,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, passenger of motor vehicle injured"
T1102,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, motor cyclist injured"
T1103,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, passenger on motor cycle injured"
T1104,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, occupant of tram injured"
T1105,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, rider of animal or occupant of animal-drawn vehicle injured"
T1106,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, pedal cyclist injured"
T1107,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, pedestrian injured"
T110y,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, other specified person injured"
T110z,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, unspecified, unspecified person injured"
T11z.,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS"
T11z0,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, driver of motor vehicle injured"
T11z1,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, passenger of motor vehicle injured"
T11z2,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, motor cyclist injured"
T11z3,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, passenger on motor cycle injured"
T11z4,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, occupant of tram injured"
T11z5,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, rider of animal or occupant of animal-drawn vehicle injured"
T11z6,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, pedal cyclist injured"
T11z7,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, pedestrian injured"
T11zy,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, other specified person injured"
T11zz,"Motor vehicle traffic accident involving re-entrant collision with another motor vehicle, NOS, unspecified person injured"
T120.,Motor vehicle on road in collision with parked motor vehicle
T1200,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, driver of motor vehicle injured"
T1201,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, passenger of motor vehicle injured"
T1202,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, motor cyclist injured"
T1203,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, passenger on motor cycle injured"
T1204,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, occupant of tram injured"
T1205,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, rider of animal or occupant of animal-drawn vehicle injured"
T1206,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, pedal cyclist injured"
T1207,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, pedestrian injured"
T120y,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, other specified person injured"
T120z,"Motor vehicle traffic accident involving collision with another motor vehicle, parked, unspecified person injured"
T121.,Motor vehicle on road in collision with stopped motor vehicle
T1210,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, driver of motor vehicle injured"
T1211,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, passenger of motor vehicle injured"
T1212,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, motor cyclist injured"
T1213,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, passenger on motor cycle injured"
T1214,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, occupant of tram injured"
T1215,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, rider of animal or occupant of animal-drawn vehicle injured"
T1216,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, pedal cyclist injured"
T1217,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, pedestrian injured"
T121y,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, other specified person injured"
T121z,"Motor vehicle traffic accident involving collision with another motor vehicle, stopped, unspecified person injured"
T122.,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled"
T1220,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, driver of motor vehicle injured"
T1221,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, passenger of motor vehicle injured"
T1222,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, motor cyclist injured"
T1223,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, passenger on motor cycle injured"
T1224,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, occupant of tram injured"
T1225,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, rider of animal or occupant of animal-drawn vehicle injured"
T1226,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, pedal cyclist injured"
T1227,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, pedestrian injured"
T122y,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, other specified person injured"
T122z,"Motor vehicle traffic accident involving collision with another motor vehicle, stalled, unspecified person injured"
T123.,Motor vehicle on road in collision with disabled motor vehicle
T1230,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, driver of motor vehicle injured"
T1231,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, passenger of motor vehicle injured"
T1232,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, motor cyclist injured"
T1233,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, passenger on motor cycle injured"
T1234,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, occupant of tram injured"
T1235,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, rider of animal or occupant of animal-drawn vehicle injured"
T1236,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, pedal cyclist injured"
T1237,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, pedestrian injured"
T123y,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, other specified person injured"
T123z,"Motor vehicle traffic accident involving collision with another motor vehicle, disabled, unspecified person injured"
T124.,Motor vehicle on road in collision with abandoned motor vehicle
T1240,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, driver of motor vehicle injured"
T1241,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, passenger of motor vehicle injured"
T1242,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, motor cyclist injured"
T1243,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, passenger on motor cycle injured"
T1244,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, occupant of tram injured"
T1245,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, rider of animal or occupant of animal-drawn vehicle injured"
T1246,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, pedal cyclist injured"
T1247,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, pedestrian injured"
T124y,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, other specified person injured"
T124z,"Motor vehicle traffic accident involving collision with another motor vehicle, abandoned on highway, unspecified person injured"
T13z.,Motor vehicle traffic accident involving collision with other vehicle NOS
T13z0,"Motor vehicle traffic accident involving collision with other vehicle NOS, driver of motor vehicle injured"
T13z1,"Motor vehicle traffic accident involving collision with other vehicle NOS, passenger of motor vehicle injured"
T13z2,"Motor vehicle traffic accident involving collision with other vehicle NOS, motor cyclist injured"
T13z3,"Motor vehicle traffic accident involving collision with other vehicle NOS, passenger on motor cycle injured"
T13z4,"Motor vehicle traffic accident involving collision with other vehicle NOS, occupant of tram injured"
T13z5,"Motor vehicle traffic accident involving collision with other vehicle NOS, rider of animal or occupant of animal-drawn vehicle injured"
T13z6,"Motor vehicle traffic accident involving collision with other vehicle NOS, pedal cyclist injured"
T13z7,"Motor vehicle traffic accident involving collision with other vehicle NOS, pedestrian injured"
T13zy,"Motor vehicle traffic accident involving collision with other vehicle NOS, other specified person injured"
T13zz,"Motor vehicle traffic accident involving collision with other vehicle NOS, unspecified person injured"
X70yu,Motor vehicle on road in collision with motor cycle
Xa6ZX,Motorcycle accident
Xa6ZY,Bus accident
XaLox,History of road traffic accident
6927.,Road traffic accident injury examination
U00..,[X]Pedestrian injured in transport accident
U001.,[X]Pedestrian injured in collision with two- or three-wheeled motor vehicle
U0010,"[X]Pedestrian injured in collision with two- or three-wheeled motor vehicle, nontraffic accident"
U0011,"[X]Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident"
U001z,"[X]Pedestrian injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident"
U002.,"[X]Pedestrian injured in collision with car, pick-up truck or van"
U0020,"[X]Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident"
U0021,"[X]Pedestrian injured in collision with car, pick-up truck or van, traffic accident"
U002z,"[X]Pedestrian injured in collision with car, pick-up truck or van, unspecified whether traffic or nontraffic accident"
U003.,[X]Pedestrian injured in collision with heavy transport vehicle or bus
U0030,"[X]Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident"
U0031,"[X]Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident"
U003z,"[X]Pedestrian injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident"
U004.,[X]Pedestrian injured in collision with railway train or railway vehicle
U0040,"[X]Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident"
U0041,"[X]Pedestrian injured in collision with railway train or railway vehicle, traffic accident"
U004z,"[X]Pedestrian injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident"
U005.,[X]Pedestrian injured in collision with other nonmotor vehicle
U0050,"[X]Pedestrian injured in collision with other nonmotor vehicle, nontraffic accident"
U0051,"[X]Pedestrian injured in collision with other nonmotor vehicle, traffic accident"
U005z,"[X]Pedestrian injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident"
U00z.,[X]Pedestrian injured in other and unspecified transport accidents
U00z0,[X]Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles
U00z1,[X]Pedestrian injured in unspecified nontraffic accident
U00z2,[X]Pedestrian injured in traffic accident involving other and unspecified motor vehicles
U00z3,[X]Pedestrian injured in unspecified traffic accident
U00zz,[X]Pedestrian injured in unspecified transport accident
U01..,[X]Pedal cyclist injured in transport accident
U012.,[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle
U0120,"[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
U0121,"[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
U0122,"[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, unspecified pedal cyclist injured in nontraffic accident"
U0123,"[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
U0124,"[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
U0125,"[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
U012z,"[X]Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, unspecified pedal cyclist injured in traffic accident"
U013.,"[X]Pedal cyclist injured in collision with car, pick-up truck or van"
U0130,"[X]Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
U0131,"[X]Pedal cyclist injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
U0132,"[X]Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in nontraffic accident"
U0133,"[X]Pedal cyclist injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
U0134,"[X]Pedal cyclist injured in collision with car, pick-up truck or van, driver injured in traffic accident"
U0135,"[X]Pedal cyclist injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
U013z,"[X]Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist injured in traffic accident"
T2026,"Nontraffic accident involving being hit by motor-driven snow vehicle, pedal cyclist injured"
U014.,[X]Pedal cyclist injured in collision with heavy transport vehicle or bus
U0140,"[X]Pedal cyclist injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
U0141,"[X]Pedal cyclist injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
U0142,"[X]Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in nontraffic accident"
U0143,"[X]Pedal cyclist injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
U0144,"[X]Pedal cyclist injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
U0145,"[X]Pedal cyclist injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
U014z,"[X]Pedal cyclist injured in collision with heavy transport vehicle or bus, unspecified pedal cyclist injured in traffic accident"
U015.,[X]Pedal cyclist injured in collision with railway train or railway vehicle
U0150,"[X]Pedal cyclist injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
U0151,"[X]Pedal cyclist injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
U0152,"[X]Pedal cyclist injured in collision with railway train or railway vehicle, unspecified pedal cyclist injured in nontraffic accident"
U0153,"[X]Pedal cyclist injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
U0154,"[X]Pedal cyclist injured in collision with railway train or railway vehicle, driver injured in traffic accident"
U0155,"[X]Pedal cyclist injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
U015z,"[X]Pedal cyclist injured in collision with railway train or railway vehicle, unspecified pedal cyclist injured in traffic accident"
U016.,[X]Pedal cyclist injured in collision with other nonmotor vehicle
U0160,"[X]Pedal cyclist injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
U0161,"[X]Pedal cyclist injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
U0163,"[X]Pedal cyclist injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
U0164,"[X]Pedal cyclist injured in collision with other nonmotor vehicle, driver injured in traffic accident"
U0165,"[X]Pedal cyclist injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
U016z,"[X]Pedal cyclist injured in collision with other nonmotor vehicle, unspecified pedal cyclist injured in traffic accident"
U017.,[X]Pedal cyclist injured in collision with fixed or stationary object
U0170,"[X]Pedal cyclist injured in collision with fixed or stationary object, driver injured in nontraffic accident"
U0171,"[X]Pedal cyclist injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
U0172,"[X]Pedal cyclist injured in collision with fixed or stationary object, unspecified pedal cyclist injured in nontraffic accident"
U0173,"[X]Pedal cyclist injured in collision with fixed or stationary object, person injured while boarding or alighting"
U0174,"[X]Pedal cyclist injured in collision with fixed or stationary object, driver injured in traffic accident"
U0175,"[X]Pedal cyclist injured in collision with fixed or stationary object, passenger injured in traffic accident"
U017z,"[X]Pedal cyclist injured in collision with fixed or stationary object, unspecified pedal cyclist injured in traffic accident"
U01z.,[X]Pedal cyclist injured in other and unspecified transport accidents
XE2bz,[X]Driver pedal cycle injured in collision with other and unspecified motor vehicles in nontraffic accident
XE2c0,[X]Pedal cycle passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
U01z2,[X]Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in nontraffic accident
U01z3,[X]Pedal cyclist [any] injured in unspecified nontraffic accident
XE2c1,[X]Pedal cycle driver injured in collision with other and unspecified motor vehicles in traffic accident
XE2co,[X]Pedal cycle passenger injured in collision with other and unspecified motor vehicles in traffic accident
U01z6,[X]Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident
U01z8,[X]Pedal cyclist [any] injured in other specified transport accidents
U01zz,[X]Pedal cyclist [any] injured in unspecified traffic accident
U02..,[X]Motorcycle rider injured in transport accident
U020.,[X]Motorcycle rider injured in collision with pedestrian or animal
U0200,"[X]Motorcycle rider injured in collision with pedestrian or animal, driver injured in nontraffic accident"
U0201,"[X]Motorcycle rider injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
U0202,"[X]Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in nontraffic accident"
U0204,"[X]Motorcycle rider injured in collision with pedestrian or animal, driver injured in traffic accident"
U0203,"[X]Motorcycle rider injured in collision with pedestrian or animal, person injured while boarding or alighting"
U0205,"[X]Motorcycle rider injured in collision with pedestrian or animal, passenger injured in traffic accident"
U020z,"[X]Motorcycle rider injured in collision with pedestrian or animal, unspecified motorcycle rider injured in traffic accident"
U021.,[X]Motorcycle rider injured in collision with pedal cycle
U0210,"[X]Motorcycle rider injured in collision with pedal cycle, driver injured in nontraffic accident"
U0211,"[X]Motorcycle rider injured in collision with pedal cycle, passenger injured in nontraffic accident"
U0212,"[X]Motorcycle rider injured in collision with pedal cycle, unspecified motorcycle rider injured in nontraffic accident"
U0213,"[X]Motorcycle rider injured in collision with pedal cycle, person injured while boarding or alighting"
U0214,"[X]Motorcycle rider injured in collision with pedal cycle, driver injured in traffic accident"
U0215,"[X]Motorcycle rider injured in collision with pedal cycle, passenger injured in traffic accident"
U021z,"[X]Motorcycle rider injured in collision with pedal cycle, unspecified motorcycle rider injured in traffic accident"
U022.,[X]Motorcyle rider injured in collision with two- or three-wheeled motor vehicle
U0220,"[X]Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
U0221,"[X]Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
U0222,"[X]Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, unspecified motorcycle rider injured in nontraffic accident"
U0223,"[X]Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
U0224,"[X]Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
U0225,"[X]Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
U022z,"[X]Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, unspecified motorcycle rider injured in traffic accident"
U023.,"[X]Motorcycle rider injured in collision with car, pick-up truck or van"
U0230,"[X]Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
U0231,"[X]Motorcycle rider injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
U0232,"[X]Motorcycle rider injured in collision with car, pick-up truck or van, unspecified motorcycle rider injured in nontraffic accident"
U0233,"[X]Motorcycle rider injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
U0234,"[X]Motorcycle rider injured in collision with car, pick-up truck or van, driver injured in traffic accident"
U0235,"[X]Motorcycle rider injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
U023z,"[X]Motorcycle rider injured in collision with car, pick-up truck or van, unspecified motorcycle rider injured in traffic accident"
U024.,[X]Motorcycle rider injured in collision with heavy transport vehicle or bus
U0240,"[X]Motorcycle rider injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
U0241,"[X]Motorcycle rider injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
U0242,"[X]Motorcycle rider injured in collision with heavy transport vehicle or bus, unspecified motorcycle rider injured in nontraffic accident"
U0243,"[X]Motorcycle rider injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
U0244,"[X]Motorcycle rider injured in collision with heavy transport vehicle or bus, driver injured in traffic accident"
U0245,"[X]Motorcycle rider injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident"
U024z,"[X]Motorcycle rider injured in collision with heavy transport vehicle or bus, unspecified motorcycle rider injured in traffic accident"
U025.,[X]Motorcycle rider injured in collision with railway train or railway vehicle
U0250,"[X]Motorcycle rider injured in collision with railway train or railway vehicle, driver injured in nontraffic accident"
U0251,"[X]Motorcycle rider injured in collision with railway train or railway vehicle, passenger injured in nontraffic accident"
U0252,"[X]Motorcycle rider injured in collision with railway train or railway vehicle, unspecified motorcycle rider injured in nontraffic accident"
U0253,"[X]Motorcycle rider injured in collision with railway train or railway vehicle, person injured while boarding or alighting"
U0254,"[X]Motorcycle rider injured in collision with railway train or railway vehicle, driver injured in traffic accident"
U0255,"[X]Motorcycle rider injured in collision with railway train or railway vehicle, passenger injured in traffic accident"
U025z,"[X]Motorcycle rider injured in collision with railway train or railway vehicle, unspecified motorcycle rider injured in traffic accident"
U026.,[X]Motorcycle rider inj coll with other nonmotor vehicle
U0260,"[X]Motorcycle rider injured in collision with other nonmotor vehicle, driver injured in nontraffic accident"
U0261,"[X]Motorcycle rider injured in collision with other nonmotor vehicle, passenger injured in nontraffic accident"
U0262,"[X]Motorcycle rider injured in collision with other nonmotor vehicle, unspecified motorcycle rider injured in nontraffic accident"
U0263,"[X]Motorcycle rider injured in collision with other nonmotor vehicle, person injured while boarding or alighting"
U0264,"[X]Motorcycle rider injured in collision with other nonmotor vehicle, driver injured in traffic accident"
U0265,"[X]Motorcycle rider injured in collision with other nonmotor vehicle, passenger injured in traffic accident"
U026z,"[X]Motorcycle rider injured in collision with other nonmotor vehicle, unspecified motorcycle rider injured in traffic accident"
U027.,[X]Motorcycle rider injured in collision with fixed or stationary object
U0270,"[X]Motorcycle rider injured in collision with fixed or stationary object, driver injured in nontraffic accident"
U0271,"[X]Motorcycle rider injured in collision with fixed or stationary object, passenger injured in nontraffic accident"
U0272,"[X]Motorcycle rider injured in collision with fixed or stationary object, unspecified motorcycle rider injured in nontraffic accident"
U0273,"[X]Motorcycle rider injured in collision with fixed or stationary object, person injured while boarding or alighting"
U0274,"[X]Motorcycle rider injured in collision with fixed or stationary object, driver injured in traffic accident"
U0275,"[X]Motorcycle rider injured in collision with fixed or stationary object, passenger injured in traffic accident"
U027z,"[X]Motorcycle rider injured in collision with fixed or stationary object, unspecified motorcycle rider injured in traffic accident"
U02z.,[X]Motorcycle rider injured in other and unspecified transport accidents
XE2c2,[X]Motorcycle driver injured in collision with other and unspecified motor vehicles in nontraffic accident
XE2c3,[X]Motor cycle passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
U02z2,[X]Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in nontraffic accident
U02z3,[X]Motorcycle rider [any] injured in unspecified nontraffic accident
XM1Fv,[X]Motor cycle driver injured in collision with other and unspecified motor vehicles in traffic accident
U02z6,[X]Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident
U02z8,[X]Motorcycle rider [any] injured in other specified transport accidents
U02zz,[X]Motorcycle rider [any] injured in unspecified traffic accident
XE2c4,[X]Motor cycle rider injured in collision with other and unspecified motor vehicles in traffic accident
XE2cp,[X]Motor cycle passenger injured in collision with other and unspecified motor vehicles in traffic accident
U03..,[X]Occupant of three-wheeled motor vehicle injured in transport accident
U030.,[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal
U0300,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, driver injured in nontraffic accident"
U0301,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, passenger injured in nontraffic accident"
U0302,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in nontraffic accident"
U0303,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0304,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, person injured while boarding or alighting"
U0305,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, driver injured in traffic accident"
U0306,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, passenger injured in traffic accident"
U0307,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, person on outside of vehicle injured in traffic accident"
U030z,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U031.,[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle
U0310,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, driver injured in nontraffic accident"
U0311,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, passenger injured in nontraffic accident"
U0312,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, person on outside of vehicle injured in nontraffic accident"
U0313,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0314,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, person injured while boarding or alighting"
U0315,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, driver injured in traffic accident"
U0316,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, passenger injured in traffic accident"
U0317,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, person on outside of vehicle injured in traffic accident"
U031z,"[X]Occupant of three-wheeled motor vehicle injured in collision with pedal cycle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U032.,[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle
U0320,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in nontraffic accident"
U0321,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in nontraffic accident"
U0322,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in nontraffic accident"
U0323,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0324,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, person injured while boarding or alighting"
U0325,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, driver injured in traffic accident"
U0326,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, passenger injured in traffic accident"
U0327,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle injured in traffic accident"
U032z,"[X]Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U033.,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van"
U0330,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, driver injured in nontraffic accident"
U0331,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in nontraffic accident"
U0332,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in nontraffic accident"
U0333,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0334,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person injured while boarding or alighting"
U0335,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, driver injured in traffic accident"
U0336,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, passenger injured in traffic accident"
U0337,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, person on outside of vehicle injured in traffic accident"
U033z,"[X]Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van, unspecified occupant of three-wheeled motor vehicle injured in traffic accident"
U034.,[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus
U0340,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, driver injured in nontraffic accident"
U0341,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, passenger injured in nontraffic accident"
U0342,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person on outside of vehicle injured in nontraffic accident"
U0343,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, unspecified occupant of three-wheeled motor vehicle injured in nontraffic accident"
U0344,"[X]Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, person injured while boarding or alighting"
