CTV3Codes,Description
ebI2.,FOSFOMYCIN 2g powder for solution for injection
ebI3.,FOMICYT 4g powder for solution for infusion
ebI4.,FOSFOMYCIN 4g powder for solution for injection
a6g1.,Clarithromycin tablet+lansoprazole capsule+amoxicillin capsule 500mg/30mg/500mg pack
a6g2.,HeliClear triple pack
e158.,Apsin 250mg tablet
e15B.,Rimapen 250mg tablet
e15e.,Distaquaine V-K 250mg tablet
e15f.,Distaquaine V-K 62.5mg/5mL syrup
e159.,Apsin 125mg/5mL elixir
e15g.,Distaquaine V-K 125mg/5mL syrup
e15a.,Apsin 250mg/5mL elixir
e15h.,Distaquaine 250mg/5mL syrup
x01I5,Oral flucloxacillin
e75G.,Periostat 20mg tablet
ebF..,DORIPENEM
ebF1.,DORIBAX 500mg powder for solution for injection
ebFz.,DORIPENEM 500mg powder for solution for injection
ed6..,Rifampicin
ed61.,Rifampicin 150mg capsule
ed64.,Rifadin 150mg capsule
ed69.,Rimactane 150mg capsule
ed62.,Rifampicin 300mg capsule
ed65.,Rifadin 300mg capsule
ed6a.,Rimactane 300mg capsule
ed63.,Rifampicin 100mg/5mL syrup
ed66.,Rifadin 100mg/5mL syrup
ed6b.,Rimactane 100mg/5mL syrup
ed6m.,Rifampicin 300mg injection+diluent
ed67.,Rifadin 300mg intravenous infusion
ed6c.,Rimactane 300mg injection+diluent
ed6i.,Rifampicin 600mg injection+solvent
ed68.,Rifadin 600mg injection+solvent
ed6q.,VORACTIV 150mg/75mg/400mg/275mg tablets
ed6r.,RIFAMPAC/ISONIAZID/PYRAZIN/ETHAMBUT 150/75/400/275mg tablets
x00Ae,Rifampicin+isoniazid+pyrazinamide 120mg/50mg/300mg tablet
ed6d.,Rifater tablet
ed4..,Isoniazid
ed41.,Isoniazid 50mg tablet
ed42.,Isoniazid 100mg tablet
ed43.,Isoniazid 50mg/5mL s/f oral solution
ed45.,Isoniazid 50mg/2mL injection
ed44.,Rimifon 50mg/2mL injection
ed37.,Mynah 365mg tablet
ed34.,Mynah 200mg tablet
ed3w.,Ethambutol hydrochloride+isoniazid 250mg/100mg tablet
ed3x.,Ethambutol hydrochloride+isoniazid 300mg/100mg tablet
ed35.,Mynah-250 tablet
ed36.,Mynah-300 tablet
ed6n.,Rifampicin+isoniazid 150mg/100mg tablet
ed6e.,Rifinah 150 tablet
ed6g.,Rimactazid-150 tablet
ed6k.,Rimactazid-150 tablets CP
ed6u.,Rimactazid 150 tablets CP
ed6p.,Rifampicin+isoniazid 300mg/150mg tablet
ed6f.,Rifinah 300 tablet
ed6h.,Rimactazid-300 tablet
ed6j.,Rimactazid-300 tablets CP
x00Ac,Rifampicin+isoniazid
x00Ad,Rifampicin+isoniazid+pyrazinamide
ebH..,FIDAXOMICIN
ebH1.,DIFICLIR 200mg tablets
ebH2.,FIDAXOMICIN 200mg tablets
ebJ..,TELAVANCIN
ebJ1.,VIBATIV 750mg powder for concentrate for soln for infusion
ebJ2.,TELAVANCIN 750mg powder for conc for solution for injection
ebJ3.,VIBATIV 250mg powder for concentrate for soln for infusion
ebJ4.,TELAVANCIN 250mg powder for solution for injection
ebK..,TEDIZOLID
ebK1.,SIVEXTRO 200mg tablets
ebK2.,TEDIZOLID PHOSPHATE 200mg tablets
ebK3.,SIVEXTRO 200mg powder for concentrate for soln for infusion
ebK4.,TEDIZOLID PHOSPHATE 200mg powder for solution for injection
ed8..,Rifabutin
ed81.,Rifabutin 150mg capsule
ed82.,Mycobutin 150mg capsule
eb6..,Spectinomycin
eb6z.,Spectinomycin 2g injection+diluent
eb61.,Trobicin 2g injection+diluent
ed9..,BEDAQUILINE
ed91.,SIRTURO 100mg tablets
ed92.,BEDAQUILINE 100mg tablets
ee2..,Clofazimine
ee2z.,Clofazimine 100mg capsule
ee21.,Lamprene 100mg capsule
e11..,Benzylpenicillin(penicillin G)
